"run","initialStrength","dg","EndTime","initialActionNorm","normAgentCount","valueNormAgentCount","k","valueDifferenceMean","LHE:forceHumanAction","randomSeed","pieSize","selfTrAvgStrength","valueDifferenceSD","LHEAgentCount","selfEnAvgStrength","GUI","equalInitialQuality","valueAgentCount","initialAcceptRateNorm","agentCount","beta"
423,1.0,0.5,30,0,0,32,0.5,-0.55,"true",423,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
425,1.0,0.5,30,0,0,32,0.5,-0.55,"true",425,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
427,1.0,0.5,30,0,0,32,0.5,-0.55,"true",427,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
429,1.0,0.5,30,0,0,32,0.5,-0.55,"true",429,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
431,1.0,0.5,30,0,0,32,0.5,-0.55,"true",431,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
433,1.0,0.5,30,0,0,32,0.5,-0.55,"true",433,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
435,1.0,0.5,30,0,0,32,0.5,-0.55,"true",435,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
437,1.0,0.5,30,0,0,32,0.5,-0.55,"true",437,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
439,1.0,0.5,30,0,0,32,0.5,-0.55,"true",439,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
441,1.0,0.5,30,0,0,32,0.5,-0.55,"true",441,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
443,1.0,0.5,30,0,0,32,0.5,-0.55,"true",443,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
445,1.0,0.5,30,0,0,32,0.5,-0.55,"true",445,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
447,1.0,0.5,30,0,0,32,0.5,-0.55,"true",447,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
449,1.0,0.5,30,0,0,32,0.5,-0.55,"true",449,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
451,1.0,0.5,30,0,0,32,0.5,-0.55,"true",451,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
453,1.0,0.5,30,0,0,32,0.5,-0.55,"true",453,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
455,1.0,0.5,30,0,0,32,0.5,-0.55,"true",455,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
457,1.0,0.5,30,0,0,32,0.5,-0.55,"true",457,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
459,1.0,0.5,30,0,0,32,0.5,-0.55,"true",459,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
461,1.0,0.5,30,0,0,32,0.5,-0.55,"true",461,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
463,1.0,0.5,30,0,0,32,0.5,-0.55,"true",463,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
465,1.0,0.5,30,0,0,32,0.5,-0.55,"true",465,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
467,1.0,0.5,30,0,0,32,0.5,-0.55,"true",467,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
469,1.0,0.5,30,0,0,32,0.5,-0.55,"true",469,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
471,1.0,0.5,30,0,0,32,0.5,-0.55,"true",471,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
473,1.0,0.5,30,0,0,32,0.5,-0.55,"true",473,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
475,1.0,0.5,30,0,0,32,0.5,-0.55,"true",475,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
477,1.0,0.5,30,0,0,32,0.5,-0.55,"true",477,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
479,1.0,0.5,30,0,0,32,0.5,-0.55,"true",479,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
481,1.0,0.5,30,0,0,32,0.5,-0.55,"true",481,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
483,1.0,0.5,30,0,0,32,0.5,-0.55,"true",483,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
485,1.0,0.5,30,0,0,32,0.5,-0.55,"true",485,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
487,1.0,0.5,30,0,0,32,0.5,-0.55,"true",487,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
489,1.0,0.5,30,0,0,32,0.5,-0.55,"true",489,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
491,1.0,0.5,30,0,0,32,0.5,-0.55,"true",491,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
493,1.0,0.5,30,0,0,32,0.5,-0.55,"true",493,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
495,1.0,0.5,30,0,0,32,0.5,-0.55,"true",495,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
497,1.0,0.5,30,0,0,32,0.5,-0.55,"true",497,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
499,1.0,0.5,30,0,0,32,0.5,-0.55,"true",499,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
2,1.0,0.5,30,0,0,32,0.5,-0.55,"true",2,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
4,1.0,0.5,30,0,0,32,0.5,-0.55,"true",4,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
6,1.0,0.5,30,0,0,32,0.5,-0.55,"true",6,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
8,1.0,0.5,30,0,0,32,0.5,-0.55,"true",8,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
10,1.0,0.5,30,0,0,32,0.5,-0.55,"true",10,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
12,1.0,0.5,30,0,0,32,0.5,-0.55,"true",12,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
14,1.0,0.5,30,0,0,32,0.5,-0.55,"true",14,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
16,1.0,0.5,30,0,0,32,0.5,-0.55,"true",16,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
18,1.0,0.5,30,0,0,32,0.5,-0.55,"true",18,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
20,1.0,0.5,30,0,0,32,0.5,-0.55,"true",20,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
22,1.0,0.5,30,0,0,32,0.5,-0.55,"true",22,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
24,1.0,0.5,30,0,0,32,0.5,-0.55,"true",24,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
26,1.0,0.5,30,0,0,32,0.5,-0.55,"true",26,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
28,1.0,0.5,30,0,0,32,0.5,-0.55,"true",28,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
30,1.0,0.5,30,0,0,32,0.5,-0.55,"true",30,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
32,1.0,0.5,30,0,0,32,0.5,-0.55,"true",32,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
34,1.0,0.5,30,0,0,32,0.5,-0.55,"true",34,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
36,1.0,0.5,30,0,0,32,0.5,-0.55,"true",36,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
38,1.0,0.5,30,0,0,32,0.5,-0.55,"true",38,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
40,1.0,0.5,30,0,0,32,0.5,-0.55,"true",40,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
42,1.0,0.5,30,0,0,32,0.5,-0.55,"true",42,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
44,1.0,0.5,30,0,0,32,0.5,-0.55,"true",44,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
46,1.0,0.5,30,0,0,32,0.5,-0.55,"true",46,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
48,1.0,0.5,30,0,0,32,0.5,-0.55,"true",48,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
50,1.0,0.5,30,0,0,32,0.5,-0.55,"true",50,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
52,1.0,0.5,30,0,0,32,0.5,-0.55,"true",52,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
54,1.0,0.5,30,0,0,32,0.5,-0.55,"true",54,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
56,1.0,0.5,30,0,0,32,0.5,-0.55,"true",56,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
58,1.0,0.5,30,0,0,32,0.5,-0.55,"true",58,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
60,1.0,0.5,30,0,0,32,0.5,-0.55,"true",60,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
62,1.0,0.5,30,0,0,32,0.5,-0.55,"true",62,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
64,1.0,0.5,30,0,0,32,0.5,-0.55,"true",64,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
66,1.0,0.5,30,0,0,32,0.5,-0.55,"true",66,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
68,1.0,0.5,30,0,0,32,0.5,-0.55,"true",68,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
70,1.0,0.5,30,0,0,32,0.5,-0.55,"true",70,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
72,1.0,0.5,30,0,0,32,0.5,-0.55,"true",72,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
74,1.0,0.5,30,0,0,32,0.5,-0.55,"true",74,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
76,1.0,0.5,30,0,0,32,0.5,-0.55,"true",76,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
78,1.0,0.5,30,0,0,32,0.5,-0.55,"true",78,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
80,1.0,0.5,30,0,0,32,0.5,-0.55,"true",80,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
82,1.0,0.5,30,0,0,32,0.5,-0.55,"true",82,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
84,1.0,0.5,30,0,0,32,0.5,-0.55,"true",84,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
86,1.0,0.5,30,0,0,32,0.5,-0.55,"true",86,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
88,1.0,0.5,30,0,0,32,0.5,-0.55,"true",88,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
90,1.0,0.5,30,0,0,32,0.5,-0.55,"true",90,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
92,1.0,0.5,30,0,0,32,0.5,-0.55,"true",92,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
94,1.0,0.5,30,0,0,32,0.5,-0.55,"true",94,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
96,1.0,0.5,30,0,0,32,0.5,-0.55,"true",96,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
98,1.0,0.5,30,0,0,32,0.5,-0.55,"true",98,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
100,1.0,0.5,30,0,0,32,0.5,-0.55,"true",100,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
102,1.0,0.5,30,0,0,32,0.5,-0.55,"true",102,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
104,1.0,0.5,30,0,0,32,0.5,-0.55,"true",104,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
106,1.0,0.5,30,0,0,32,0.5,-0.55,"true",106,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
108,1.0,0.5,30,0,0,32,0.5,-0.55,"true",108,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
110,1.0,0.5,30,0,0,32,0.5,-0.55,"true",110,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
112,1.0,0.5,30,0,0,32,0.5,-0.55,"true",112,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
114,1.0,0.5,30,0,0,32,0.5,-0.55,"true",114,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
116,1.0,0.5,30,0,0,32,0.5,-0.55,"true",116,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
118,1.0,0.5,30,0,0,32,0.5,-0.55,"true",118,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
120,1.0,0.5,30,0,0,32,0.5,-0.55,"true",120,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
122,1.0,0.5,30,0,0,32,0.5,-0.55,"true",122,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
124,1.0,0.5,30,0,0,32,0.5,-0.55,"true",124,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
126,1.0,0.5,30,0,0,32,0.5,-0.55,"true",126,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
128,1.0,0.5,30,0,0,32,0.5,-0.55,"true",128,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
130,1.0,0.5,30,0,0,32,0.5,-0.55,"true",130,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
132,1.0,0.5,30,0,0,32,0.5,-0.55,"true",132,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
134,1.0,0.5,30,0,0,32,0.5,-0.55,"true",134,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
136,1.0,0.5,30,0,0,32,0.5,-0.55,"true",136,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
138,1.0,0.5,30,0,0,32,0.5,-0.55,"true",138,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
140,1.0,0.5,30,0,0,32,0.5,-0.55,"true",140,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
142,1.0,0.5,30,0,0,32,0.5,-0.55,"true",142,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
144,1.0,0.5,30,0,0,32,0.5,-0.55,"true",144,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
146,1.0,0.5,30,0,0,32,0.5,-0.55,"true",146,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
148,1.0,0.5,30,0,0,32,0.5,-0.55,"true",148,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
150,1.0,0.5,30,0,0,32,0.5,-0.55,"true",150,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
152,1.0,0.5,30,0,0,32,0.5,-0.55,"true",152,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
154,1.0,0.5,30,0,0,32,0.5,-0.55,"true",154,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
156,1.0,0.5,30,0,0,32,0.5,-0.55,"true",156,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
158,1.0,0.5,30,0,0,32,0.5,-0.55,"true",158,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
160,1.0,0.5,30,0,0,32,0.5,-0.55,"true",160,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
162,1.0,0.5,30,0,0,32,0.5,-0.55,"true",162,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
164,1.0,0.5,30,0,0,32,0.5,-0.55,"true",164,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
166,1.0,0.5,30,0,0,32,0.5,-0.55,"true",166,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
168,1.0,0.5,30,0,0,32,0.5,-0.55,"true",168,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
170,1.0,0.5,30,0,0,32,0.5,-0.55,"true",170,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
172,1.0,0.5,30,0,0,32,0.5,-0.55,"true",172,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
174,1.0,0.5,30,0,0,32,0.5,-0.55,"true",174,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
176,1.0,0.5,30,0,0,32,0.5,-0.55,"true",176,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
178,1.0,0.5,30,0,0,32,0.5,-0.55,"true",178,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
180,1.0,0.5,30,0,0,32,0.5,-0.55,"true",180,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
182,1.0,0.5,30,0,0,32,0.5,-0.55,"true",182,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
184,1.0,0.5,30,0,0,32,0.5,-0.55,"true",184,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
186,1.0,0.5,30,0,0,32,0.5,-0.55,"true",186,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
188,1.0,0.5,30,0,0,32,0.5,-0.55,"true",188,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
190,1.0,0.5,30,0,0,32,0.5,-0.55,"true",190,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
192,1.0,0.5,30,0,0,32,0.5,-0.55,"true",192,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
194,1.0,0.5,30,0,0,32,0.5,-0.55,"true",194,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
196,1.0,0.5,30,0,0,32,0.5,-0.55,"true",196,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
198,1.0,0.5,30,0,0,32,0.5,-0.55,"true",198,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
200,1.0,0.5,30,0,0,32,0.5,-0.55,"true",200,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
202,1.0,0.5,30,0,0,32,0.5,-0.55,"true",202,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
204,1.0,0.5,30,0,0,32,0.5,-0.55,"true",204,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
206,1.0,0.5,30,0,0,32,0.5,-0.55,"true",206,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
208,1.0,0.5,30,0,0,32,0.5,-0.55,"true",208,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
210,1.0,0.5,30,0,0,32,0.5,-0.55,"true",210,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
212,1.0,0.5,30,0,0,32,0.5,-0.55,"true",212,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
214,1.0,0.5,30,0,0,32,0.5,-0.55,"true",214,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
216,1.0,0.5,30,0,0,32,0.5,-0.55,"true",216,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
218,1.0,0.5,30,0,0,32,0.5,-0.55,"true",218,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
220,1.0,0.5,30,0,0,32,0.5,-0.55,"true",220,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
222,1.0,0.5,30,0,0,32,0.5,-0.55,"true",222,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
224,1.0,0.5,30,0,0,32,0.5,-0.55,"true",224,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
226,1.0,0.5,30,0,0,32,0.5,-0.55,"true",226,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
228,1.0,0.5,30,0,0,32,0.5,-0.55,"true",228,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
230,1.0,0.5,30,0,0,32,0.5,-0.55,"true",230,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
232,1.0,0.5,30,0,0,32,0.5,-0.55,"true",232,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
234,1.0,0.5,30,0,0,32,0.5,-0.55,"true",234,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
236,1.0,0.5,30,0,0,32,0.5,-0.55,"true",236,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
238,1.0,0.5,30,0,0,32,0.5,-0.55,"true",238,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
240,1.0,0.5,30,0,0,32,0.5,-0.55,"true",240,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
242,1.0,0.5,30,0,0,32,0.5,-0.55,"true",242,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
244,1.0,0.5,30,0,0,32,0.5,-0.55,"true",244,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
246,1.0,0.5,30,0,0,32,0.5,-0.55,"true",246,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
248,1.0,0.5,30,0,0,32,0.5,-0.55,"true",248,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
250,1.0,0.5,30,0,0,32,0.5,-0.55,"true",250,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
252,1.0,0.5,30,0,0,32,0.5,-0.55,"true",252,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
254,1.0,0.5,30,0,0,32,0.5,-0.55,"true",254,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
256,1.0,0.5,30,0,0,32,0.5,-0.55,"true",256,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
258,1.0,0.5,30,0,0,32,0.5,-0.55,"true",258,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
260,1.0,0.5,30,0,0,32,0.5,-0.55,"true",260,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
262,1.0,0.5,30,0,0,32,0.5,-0.55,"true",262,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
264,1.0,0.5,30,0,0,32,0.5,-0.55,"true",264,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
266,1.0,0.5,30,0,0,32,0.5,-0.55,"true",266,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
268,1.0,0.5,30,0,0,32,0.5,-0.55,"true",268,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
270,1.0,0.5,30,0,0,32,0.5,-0.55,"true",270,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
272,1.0,0.5,30,0,0,32,0.5,-0.55,"true",272,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
274,1.0,0.5,30,0,0,32,0.5,-0.55,"true",274,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
276,1.0,0.5,30,0,0,32,0.5,-0.55,"true",276,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
278,1.0,0.5,30,0,0,32,0.5,-0.55,"true",278,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
280,1.0,0.5,30,0,0,32,0.5,-0.55,"true",280,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
282,1.0,0.5,30,0,0,32,0.5,-0.55,"true",282,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
284,1.0,0.5,30,0,0,32,0.5,-0.55,"true",284,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
286,1.0,0.5,30,0,0,32,0.5,-0.55,"true",286,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
288,1.0,0.5,30,0,0,32,0.5,-0.55,"true",288,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
290,1.0,0.5,30,0,0,32,0.5,-0.55,"true",290,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
292,1.0,0.5,30,0,0,32,0.5,-0.55,"true",292,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
294,1.0,0.5,30,0,0,32,0.5,-0.55,"true",294,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
296,1.0,0.5,30,0,0,32,0.5,-0.55,"true",296,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
298,1.0,0.5,30,0,0,32,0.5,-0.55,"true",298,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
300,1.0,0.5,30,0,0,32,0.5,-0.55,"true",300,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
302,1.0,0.5,30,0,0,32,0.5,-0.55,"true",302,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
304,1.0,0.5,30,0,0,32,0.5,-0.55,"true",304,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
306,1.0,0.5,30,0,0,32,0.5,-0.55,"true",306,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
308,1.0,0.5,30,0,0,32,0.5,-0.55,"true",308,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
310,1.0,0.5,30,0,0,32,0.5,-0.55,"true",310,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
312,1.0,0.5,30,0,0,32,0.5,-0.55,"true",312,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
314,1.0,0.5,30,0,0,32,0.5,-0.55,"true",314,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
316,1.0,0.5,30,0,0,32,0.5,-0.55,"true",316,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
318,1.0,0.5,30,0,0,32,0.5,-0.55,"true",318,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
320,1.0,0.5,30,0,0,32,0.5,-0.55,"true",320,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
322,1.0,0.5,30,0,0,32,0.5,-0.55,"true",322,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
324,1.0,0.5,30,0,0,32,0.5,-0.55,"true",324,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
326,1.0,0.5,30,0,0,32,0.5,-0.55,"true",326,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
328,1.0,0.5,30,0,0,32,0.5,-0.55,"true",328,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
330,1.0,0.5,30,0,0,32,0.5,-0.55,"true",330,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
332,1.0,0.5,30,0,0,32,0.5,-0.55,"true",332,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
334,1.0,0.5,30,0,0,32,0.5,-0.55,"true",334,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
336,1.0,0.5,30,0,0,32,0.5,-0.55,"true",336,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
338,1.0,0.5,30,0,0,32,0.5,-0.55,"true",338,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
340,1.0,0.5,30,0,0,32,0.5,-0.55,"true",340,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
342,1.0,0.5,30,0,0,32,0.5,-0.55,"true",342,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
344,1.0,0.5,30,0,0,32,0.5,-0.55,"true",344,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
346,1.0,0.5,30,0,0,32,0.5,-0.55,"true",346,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
348,1.0,0.5,30,0,0,32,0.5,-0.55,"true",348,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
350,1.0,0.5,30,0,0,32,0.5,-0.55,"true",350,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
352,1.0,0.5,30,0,0,32,0.5,-0.55,"true",352,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
354,1.0,0.5,30,0,0,32,0.5,-0.55,"true",354,1000,1.0,1.14,0,1.0,"false","true",0,0,32,0.1
