"run","random_seed","AverageAcceptLastRound"
319,19,1.0
321,21,0.8125
323,23,1.0
325,25,0.9375
327,27,0.9375
329,29,0.9375
331,31,0.9375
333,33,0.9375
335,35,1.0
337,37,1.0
339,39,1.0
341,41,0.8125
343,43,0.9375
345,45,1.0
347,47,1.0
349,49,1.0
351,51,1.0
353,53,0.9375
355,55,0.9375
357,57,0.875
359,59,1.0
361,61,0.9375
363,63,0.9375
365,65,1.0
367,67,0.8125
369,69,1.0
371,71,1.0
373,73,0.9375
375,75,0.9375
377,77,0.9375
379,79,1.0
381,81,0.875
383,83,1.0
385,85,1.0
387,87,1.0
389,89,1.0
391,91,1.0
393,93,0.875
395,95,0.875
397,97,1.0
399,99,0.75
401,1,1.0
403,3,0.9375
405,5,0.9375
407,7,1.0
409,9,0.9375
411,11,0.9375
413,13,1.0
415,15,1.0
417,17,0.9375
419,19,1.0
421,21,0.875
423,23,1.0
425,25,0.875
427,27,0.9375
429,29,1.0
431,31,0.9375
433,33,0.9375
435,35,1.0
437,37,0.9375
439,39,1.0
441,41,0.875
443,43,1.0
445,45,1.0
447,47,1.0
449,49,1.0
451,51,1.0
453,53,0.9375
455,55,0.9375
457,57,0.875
459,59,1.0
461,61,0.9375
463,63,0.9375
465,65,1.0
467,67,0.9375
469,69,1.0
471,71,1.0
473,73,0.9375
475,75,0.9375
477,77,1.0
479,79,0.9375
481,81,0.875
483,83,1.0
485,85,1.0
487,87,1.0
489,89,1.0
491,91,1.0
493,93,0.875
495,95,0.875
497,97,1.0
499,99,0.8125
501,1,1.0
503,3,1.0
505,5,0.9375
507,7,1.0
509,9,1.0
511,11,0.9375
513,13,0.9375
515,15,0.9375
517,17,0.9375
519,19,1.0
521,21,0.875
523,23,1.0
525,25,0.9375
527,27,0.9375
529,29,1.0
531,31,1.0
533,33,0.9375
535,35,1.0
537,37,0.9375
539,39,1.0
541,41,0.875
543,43,1.0
545,45,1.0
547,47,1.0
549,49,1.0
551,51,1.0
553,53,0.9375
555,55,0.9375
557,57,0.9375
559,59,1.0
561,61,0.9375
563,63,1.0
565,65,1.0
567,67,0.875
569,69,1.0
571,71,1.0
573,73,0.9375
575,75,0.9375
577,77,1.0
579,79,0.9375
581,81,0.9375
583,83,1.0
585,85,1.0
587,87,1.0
589,89,1.0
591,91,1.0
593,93,0.875
595,95,0.875
597,97,1.0
599,99,0.875
601,1,1.0
603,3,1.0
605,5,0.9375
607,7,1.0
609,9,1.0
611,11,1.0
613,13,0.9375
615,15,0.9375
617,17,0.9375
619,19,1.0
621,21,0.875
623,23,1.0
625,25,0.9375
627,27,0.9375
629,29,1.0
631,31,1.0
633,33,0.9375
635,35,1.0
637,37,0.9375
639,39,1.0
641,41,0.9375
643,43,1.0
645,45,1.0
647,47,1.0
649,49,1.0
651,51,1.0
653,53,0.9375
655,55,0.9375
657,57,0.9375
659,59,1.0
661,61,1.0
663,63,1.0
665,65,1.0
667,67,0.9375
669,69,1.0
671,71,1.0
673,73,0.9375
675,75,0.9375
677,77,1.0
679,79,1.0
681,81,0.9375
683,83,1.0
685,85,1.0
687,87,1.0
689,89,1.0
691,91,1.0
693,93,0.875
695,95,0.875
697,97,1.0
699,99,0.875
701,1,1.0
703,3,1.0
705,5,0.9375
707,7,1.0
709,9,1.0
711,11,1.0
713,13,0.9375
715,15,0.9375
717,17,0.9375
719,19,1.0
721,21,0.875
723,23,1.0
725,25,0.9375
727,27,0.9375
729,29,1.0
731,31,1.0
733,33,0.9375
735,35,1.0
737,37,1.0
739,39,1.0
741,41,1.0
743,43,1.0
745,45,1.0
747,47,1.0
749,49,1.0
751,51,1.0
753,53,0.9375
755,55,0.875
757,57,0.9375
759,59,1.0
761,61,1.0
763,63,1.0
765,65,1.0
767,67,0.9375
769,69,1.0
771,71,1.0
773,73,0.9375
775,75,0.9375
777,77,1.0
779,79,1.0
781,81,0.9375
783,83,1.0
785,85,1.0
787,87,1.0
789,89,1.0
791,91,1.0
793,93,0.875
795,95,0.875
797,97,1.0
799,99,0.875
801,1,1.0
803,3,1.0
805,5,0.9375
807,7,1.0
809,9,1.0
811,11,1.0
813,13,0.9375
815,15,0.9375
817,17,0.9375
819,19,1.0
821,21,0.875
823,23,1.0
825,25,0.9375
827,27,0.9375
829,29,1.0
831,31,1.0
833,33,0.9375
835,35,1.0
837,37,1.0
839,39,1.0
841,41,0.9375
843,43,1.0
845,45,1.0
847,47,1.0
849,49,1.0
851,51,1.0
853,53,0.9375
855,55,0.875
857,57,0.9375
859,59,1.0
861,61,1.0
863,63,1.0
865,65,1.0
867,67,0.875
869,69,1.0
871,71,1.0
873,73,0.9375
875,75,0.9375
877,77,1.0
879,79,1.0
881,81,0.9375
883,83,1.0
885,85,1.0
887,87,1.0
889,89,1.0
891,91,1.0
893,93,0.875
895,95,0.875
897,97,1.0
899,99,0.875
901,1,1.0
903,3,1.0
905,5,0.9375
907,7,1.0
909,9,1.0
911,11,1.0
913,13,0.9375
915,15,0.9375
917,17,0.9375
919,19,1.0
921,21,0.875
923,23,1.0
925,25,0.9375
927,27,0.9375
929,29,1.0
931,31,1.0
933,33,0.9375
935,35,1.0
937,37,0.9375
939,39,1.0
941,41,1.0
943,43,1.0
945,45,1.0
947,47,1.0
949,49,1.0
951,51,1.0
953,53,0.9375
955,55,0.875
957,57,0.9375
959,59,1.0
961,61,1.0
963,63,1.0
965,65,1.0
967,67,0.9375
969,69,1.0
971,71,1.0
973,73,0.9375
975,75,0.9375
977,77,1.0
979,79,1.0
981,81,0.9375
983,83,1.0
985,85,1.0
987,87,1.0
989,89,1.0
991,91,1.0
993,93,0.875
995,95,0.875
997,97,1.0
999,99,0.875
2,2,0.9375
4,4,0.75
6,6,0.875
8,8,0.6875
10,10,1.0
12,12,0.75
14,14,0.9375
16,16,0.75
18,18,0.625
20,20,0.8125
22,22,0.875
24,24,0.875
26,26,0.875
28,28,0.5625
30,30,0.875
32,32,0.6875
34,34,0.625
36,36,0.9375
38,38,0.5
40,40,0.6875
42,42,0.8125
44,44,0.6875
46,46,0.8125
48,48,0.875
50,50,0.6875
52,52,0.75
54,54,0.75
56,56,0.8125
58,58,0.875
60,60,0.875
62,62,0.9375
64,64,0.8125
66,66,0.8125
68,68,0.6875
70,70,0.5625
72,72,0.6875
74,74,0.875
76,76,0.875
78,78,0.9375
80,80,0.9375
82,82,1.0
84,84,0.75
86,86,1.0
88,88,1.0
90,90,0.875
92,92,0.625
94,94,1.0
96,96,0.75
98,98,0.75
100,100,0.9375
102,2,0.9375
104,4,1.0
106,6,1.0
108,8,0.875
110,10,1.0
112,12,0.8125
114,14,1.0
116,16,1.0
118,18,0.75
120,20,0.875
122,22,0.9375
124,24,0.875
126,26,0.875
128,28,0.75
130,30,0.9375
132,32,0.8125
134,34,0.6875
136,36,0.9375
138,38,0.875
140,40,0.6875
142,42,0.875
144,44,0.8125
146,46,1.0
148,48,1.0
150,50,0.75
152,52,0.875
154,54,0.9375
156,56,0.9375
158,58,0.9375
160,60,0.9375
162,62,1.0
164,64,0.9375
166,66,0.9375
168,68,0.8125
170,70,0.8125
172,72,0.8125
174,74,1.0
176,76,0.875
178,78,1.0
180,80,0.9375
182,82,1.0
184,84,0.9375
186,86,1.0
188,88,0.9375
190,90,0.9375
192,92,0.75
194,94,1.0
196,96,0.9375
198,98,0.875
200,100,0.9375
202,2,1.0
204,4,1.0
206,6,1.0
208,8,0.8125
210,10,1.0
212,12,0.75
214,14,1.0
216,16,1.0
218,18,0.75
220,20,0.875
222,22,0.9375
224,24,0.9375
226,26,0.875
228,28,0.9375
230,30,0.9375
232,32,0.875
234,34,0.75
236,36,0.9375
238,38,0.875
240,40,0.8125
242,42,0.875
244,44,0.8125
246,46,1.0
248,48,1.0
250,50,0.8125
252,52,0.9375
254,54,0.875
256,56,1.0
258,58,0.9375
260,60,0.9375
262,62,1.0
264,64,0.875
266,66,1.0
268,68,0.875
270,70,0.875
272,72,0.8125
274,74,1.0
276,76,0.875
278,78,1.0
280,80,1.0
282,82,1.0
284,84,0.9375
286,86,0.9375
288,88,1.0
290,90,0.9375
292,92,0.8125
294,94,1.0
296,96,0.9375
298,98,0.9375
300,100,0.9375
302,2,1.0
304,4,1.0
306,6,1.0
308,8,0.875
310,10,1.0
312,12,0.75
314,14,1.0
316,16,0.9375
318,18,0.6875
320,20,1.0
322,22,0.9375
324,24,0.9375
326,26,0.875
328,28,0.9375
330,30,0.9375
332,32,0.875
334,34,0.8125
336,36,1.0
338,38,0.8125
340,40,0.8125
342,42,0.9375
344,44,0.9375
346,46,1.0
348,48,1.0
350,50,0.9375
352,52,0.875
354,54,0.9375
356,56,1.0
358,58,0.9375
360,60,1.0
362,62,1.0
364,64,0.9375
366,66,1.0
368,68,0.875
370,70,0.875
372,72,0.8125
374,74,1.0
376,76,0.9375
378,78,1.0
380,80,1.0
382,82,1.0
384,84,1.0
386,86,0.9375
388,88,1.0
390,90,1.0
392,92,1.0
394,94,1.0
396,96,1.0
398,98,0.9375
400,100,0.9375
402,2,1.0
404,4,1.0
406,6,1.0
408,8,0.875
410,10,1.0
412,12,0.8125
414,14,1.0
416,16,0.9375
418,18,0.75
420,20,0.9375
422,22,0.9375
424,24,0.9375
426,26,0.875
428,28,0.9375
430,30,0.9375
432,32,0.9375
434,34,0.8125
436,36,1.0
438,38,0.875
440,40,0.875
442,42,1.0
444,44,0.9375
446,46,1.0
448,48,1.0
450,50,0.875
452,52,0.9375
454,54,0.9375
456,56,1.0
458,58,0.9375
460,60,1.0
462,62,1.0
464,64,0.9375
466,66,1.0
468,68,1.0
470,70,0.9375
472,72,0.875
474,74,1.0
476,76,0.9375
478,78,1.0
480,80,1.0
482,82,1.0
484,84,1.0
486,86,0.9375
488,88,1.0
490,90,1.0
492,92,0.9375
494,94,1.0
496,96,0.9375
498,98,0.9375
500,100,0.9375
502,2,1.0
504,4,1.0
506,6,1.0
508,8,0.9375
510,10,1.0
512,12,0.875
514,14,1.0
516,16,0.9375
518,18,0.8125
520,20,1.0
522,22,0.9375
524,24,1.0
526,26,0.9375
528,28,0.9375
530,30,0.9375
532,32,0.9375
534,34,0.8125
536,36,1.0
538,38,0.875
540,40,0.875
542,42,1.0
544,44,1.0
546,46,1.0
548,48,1.0
550,50,0.9375
552,52,0.9375
554,54,0.9375
556,56,1.0
558,58,0.9375
560,60,0.9375
562,62,1.0
564,64,0.9375
566,66,1.0
568,68,1.0
570,70,1.0
572,72,0.875
574,74,1.0
576,76,0.9375
578,78,1.0
580,80,1.0
582,82,1.0
584,84,1.0
586,86,0.9375
588,88,1.0
590,90,1.0
592,92,1.0
594,94,1.0
596,96,0.9375
598,98,1.0
600,100,0.9375
602,2,1.0
604,4,1.0
606,6,1.0
608,8,0.9375
610,10,1.0
612,12,0.875
614,14,1.0
616,16,0.9375
618,18,0.8125
620,20,1.0
622,22,0.9375
624,24,1.0
626,26,0.9375
628,28,0.9375
630,30,0.9375
632,32,0.9375
634,34,1.0
636,36,1.0
638,38,1.0
640,40,0.875
642,42,1.0
644,44,1.0
646,46,1.0
648,48,1.0
650,50,0.9375
652,52,0.9375
654,54,0.9375
656,56,1.0
658,58,0.9375
660,60,0.9375
662,62,1.0
664,64,0.9375
666,66,1.0
668,68,1.0
670,70,1.0
672,72,0.9375
674,74,1.0
676,76,0.9375
678,78,1.0
680,80,1.0
682,82,1.0
684,84,1.0
686,86,0.9375
688,88,1.0
690,90,1.0
692,92,1.0
694,94,1.0
696,96,1.0
698,98,1.0
700,100,0.9375
702,2,1.0
704,4,1.0
706,6,1.0
708,8,0.9375
710,10,1.0
712,12,0.875
714,14,1.0
716,16,0.9375
718,18,0.8125
720,20,1.0
722,22,0.9375
724,24,1.0
726,26,0.9375
728,28,0.9375
730,30,0.9375
732,32,0.9375
734,34,1.0
736,36,1.0
738,38,0.9375
740,40,0.875
742,42,1.0
744,44,1.0
746,46,1.0
748,48,1.0
750,50,0.9375
752,52,0.9375
754,54,0.9375
756,56,1.0
758,58,0.9375
760,60,0.9375
762,62,1.0
764,64,0.9375
766,66,1.0
768,68,1.0
770,70,1.0
772,72,0.9375
774,74,1.0
776,76,0.9375
778,78,1.0
780,80,1.0
782,82,1.0
784,84,1.0
786,86,0.9375
788,88,1.0
790,90,1.0
792,92,1.0
794,94,1.0
796,96,1.0
798,98,1.0
800,100,1.0
802,2,1.0
804,4,1.0
806,6,1.0
808,8,0.9375
810,10,1.0
812,12,0.875
814,14,1.0
816,16,0.9375
818,18,0.8125
820,20,1.0
822,22,0.9375
824,24,1.0
826,26,0.9375
828,28,0.9375
830,30,0.9375
832,32,0.9375
834,34,1.0
836,36,1.0
838,38,0.9375
840,40,0.875
842,42,1.0
844,44,1.0
846,46,1.0
848,48,1.0
850,50,0.9375
852,52,0.9375
854,54,0.9375
856,56,1.0
858,58,0.9375
860,60,1.0
862,62,1.0
864,64,0.9375
866,66,1.0
868,68,1.0
870,70,1.0
872,72,1.0
874,74,1.0
876,76,0.9375
878,78,1.0
880,80,1.0
882,82,1.0
884,84,1.0
886,86,0.9375
888,88,1.0
890,90,1.0
892,92,1.0
894,94,1.0
896,96,1.0
898,98,1.0
900,100,0.9375
902,2,1.0
904,4,1.0
906,6,1.0
908,8,0.9375
910,10,1.0
912,12,0.875
914,14,1.0
916,16,0.9375
918,18,0.8125
920,20,1.0
922,22,0.9375
924,24,1.0
926,26,0.9375
928,28,0.9375
930,30,0.9375
932,32,0.9375
934,34,1.0
936,36,1.0
938,38,0.9375
940,40,0.875
942,42,1.0
944,44,1.0
946,46,1.0
948,48,1.0
950,50,0.9375
952,52,0.9375
954,54,0.9375
956,56,1.0
958,58,0.9375
960,60,1.0
962,62,1.0
964,64,0.9375
966,66,1.0
968,68,1.0
970,70,1.0
972,72,1.0
974,74,1.0
976,76,0.9375
978,78,1.0
980,80,1.0
982,82,1.0
984,84,1.0
986,86,0.9375
988,88,1.0
990,90,1.0
992,92,1.0
994,94,1.0
996,96,1.0
998,98,1.0
1000,100,0.9375
