"run","random_seed","tick","ID","LastAction","ValueDifference"
1,85673171,1.0,15,1337.0,1.2642694198831275
1,85673171,1.0,2,0.0,-200.0
1,85673171,1.0,6,0.0,-200.0
1,85673171,1.0,4,500.0,-0.342961811774277
1,85673171,1.0,15,-1337.0,-200.0
1,85673171,1.0,3,500.0,-1.2314680545527235
1,85673171,1.0,7,0.0,-200.0
1,85673171,1.0,0,0.0,-200.0
1,85673171,1.0,2,500.0,-1.0509381150944037
1,85673171,1.0,12,1337.0,-0.4893465127633565
1,85673171,1.0,5,570.0,0.21402862043354984
1,85673171,1.0,9,-1337.0,-200.0
1,85673171,1.0,1,0.0,-200.0
1,85673171,1.0,10,-1337.0,-200.0
1,85673171,1.0,14,-1337.0,-200.0
1,85673171,1.0,4,0.0,-200.0
1,85673171,1.0,12,-1337.0,-200.0
1,85673171,1.0,7,500.0,-1.217793945977982
1,85673171,1.0,11,-1337.0,-0.4296172635585346
1,85673171,1.0,14,1337.0,-1.180510208268013
1,85673171,1.0,6,500.0,-0.474609069287522
1,85673171,1.0,0,808.0,1.255893297865212
1,85673171,1.0,13,-1337.0,-0.6128137778124493
1,85673171,1.0,11,-1337.0,-200.0
1,85673171,1.0,10,1337.0,2.059384644215401
1,85673171,1.0,9,1337.0,-0.33910083938508767
1,85673171,1.0,8,-1337.0,-200.0
1,85673171,1.0,1,808.0,1.2558789293697166
1,85673171,1.0,5,0.0,-200.0
1,85673171,1.0,13,-1337.0,-200.0
1,85673171,1.0,3,0.0,-200.0
1,85673171,1.0,8,-1337.0,-0.8731471891389299
1,85673171,2.0,15,1337.0,1.2642694198831275
1,85673171,2.0,2,0.0,-200.0
1,85673171,2.0,6,0.0,-200.0
1,85673171,2.0,4,500.0,-0.342961811774277
1,85673171,2.0,15,1337.0,-200.0
1,85673171,2.0,3,500.0,-1.2314680545527235
1,85673171,2.0,7,0.0,-200.0
1,85673171,2.0,0,0.0,-200.0
1,85673171,2.0,2,500.0,-1.0509381150944037
1,85673171,2.0,12,-1337.0,-0.4893465127633565
1,85673171,2.0,5,570.0,0.21402862043354984
1,85673171,2.0,9,1337.0,-200.0
1,85673171,2.0,1,0.0,-200.0
1,85673171,2.0,10,1337.0,-200.0
1,85673171,2.0,14,1337.0,-200.0
1,85673171,2.0,4,0.0,-200.0
1,85673171,2.0,12,1337.0,-200.0
1,85673171,2.0,7,500.0,-1.217793945977982
1,85673171,2.0,11,1337.0,-0.4296172635585346
1,85673171,2.0,14,-1337.0,-1.180510208268013
1,85673171,2.0,6,500.0,-0.474609069287522
1,85673171,2.0,0,808.0,1.255893297865212
1,85673171,2.0,13,-1337.0,-0.6128137778124493
1,85673171,2.0,11,-1337.0,-200.0
1,85673171,2.0,10,1337.0,2.059384644215401
1,85673171,2.0,9,-1337.0,-0.33910083938508767
1,85673171,2.0,8,-1337.0,-200.0
1,85673171,2.0,1,808.0,1.2558789293697166
1,85673171,2.0,5,0.0,-200.0
1,85673171,2.0,13,-1337.0,-200.0
1,85673171,2.0,3,0.0,-200.0
1,85673171,2.0,8,1337.0,-0.8731471891389299
1,85673171,3.0,15,1337.0,1.2642694198831275
1,85673171,3.0,2,0.0,-200.0
1,85673171,3.0,6,0.0,-200.0
1,85673171,3.0,4,500.0,-0.342961811774277
1,85673171,3.0,15,1337.0,-200.0
1,85673171,3.0,3,500.0,-1.2314680545527235
1,85673171,3.0,7,0.0,-200.0
1,85673171,3.0,0,0.0,-200.0
1,85673171,3.0,2,500.0,-1.0509381150944037
1,85673171,3.0,12,1337.0,-0.4893465127633565
1,85673171,3.0,5,570.0,0.21402862043354984
1,85673171,3.0,9,-1337.0,-200.0
1,85673171,3.0,1,0.0,-200.0
1,85673171,3.0,10,-1337.0,-200.0
1,85673171,3.0,14,1337.0,-200.0
1,85673171,3.0,4,0.0,-200.0
1,85673171,3.0,12,1337.0,-200.0
1,85673171,3.0,7,500.0,-1.217793945977982
1,85673171,3.0,11,-1337.0,-0.4296172635585346
1,85673171,3.0,14,1337.0,-1.180510208268013
1,85673171,3.0,6,500.0,-0.474609069287522
1,85673171,3.0,0,808.0,1.255893297865212
1,85673171,3.0,13,-1337.0,-0.6128137778124493
1,85673171,3.0,11,1337.0,-200.0
1,85673171,3.0,10,1337.0,2.059384644215401
1,85673171,3.0,9,1337.0,-0.33910083938508767
1,85673171,3.0,8,1337.0,-200.0
1,85673171,3.0,1,808.0,1.2558789293697166
1,85673171,3.0,5,0.0,-200.0
1,85673171,3.0,13,1337.0,-200.0
1,85673171,3.0,3,0.0,-200.0
1,85673171,3.0,8,-1337.0,-0.8731471891389299
1,85673171,4.0,15,1337.0,1.2642694198831275
1,85673171,4.0,2,0.0,-200.0
1,85673171,4.0,6,0.0,-200.0
1,85673171,4.0,4,500.0,-0.342961811774277
1,85673171,4.0,15,1337.0,-200.0
1,85673171,4.0,3,500.0,-1.2314680545527235
1,85673171,4.0,7,0.0,-200.0
1,85673171,4.0,0,0.0,-200.0
1,85673171,4.0,2,500.0,-1.0509381150944037
1,85673171,4.0,12,-1337.0,-0.4893465127633565
1,85673171,4.0,5,570.0,0.21402862043354984
1,85673171,4.0,9,1337.0,-200.0
1,85673171,4.0,1,0.0,-200.0
1,85673171,4.0,10,1337.0,-200.0
1,85673171,4.0,14,-1337.0,-200.0
1,85673171,4.0,4,0.0,-200.0
1,85673171,4.0,12,-1337.0,-200.0
1,85673171,4.0,7,500.0,-1.217793945977982
1,85673171,4.0,11,1337.0,-0.4296172635585346
1,85673171,4.0,14,-1337.0,-1.180510208268013
1,85673171,4.0,6,500.0,-0.474609069287522
1,85673171,4.0,0,808.0,1.255893297865212
1,85673171,4.0,13,-1337.0,-0.6128137778124493
1,85673171,4.0,11,-1337.0,-200.0
1,85673171,4.0,10,1337.0,2.059384644215401
1,85673171,4.0,9,-1337.0,-0.33910083938508767
1,85673171,4.0,8,-1337.0,-200.0
1,85673171,4.0,1,808.0,1.2558789293697166
1,85673171,4.0,5,0.0,-200.0
1,85673171,4.0,13,-1337.0,-200.0
1,85673171,4.0,3,0.0,-200.0
1,85673171,4.0,8,-1337.0,-0.8731471891389299
1,85673171,5.0,15,1337.0,1.2642694198831275
1,85673171,5.0,2,0.0,-200.0
1,85673171,5.0,6,0.0,-200.0
1,85673171,5.0,4,500.0,-0.342961811774277
1,85673171,5.0,15,1337.0,-200.0
1,85673171,5.0,3,500.0,-1.2314680545527235
1,85673171,5.0,7,0.0,-200.0
1,85673171,5.0,0,0.0,-200.0
1,85673171,5.0,2,500.0,-1.0509381150944037
1,85673171,5.0,12,-1337.0,-0.4893465127633565
1,85673171,5.0,5,570.0,0.21402862043354984
1,85673171,5.0,9,1337.0,-200.0
1,85673171,5.0,1,0.0,-200.0
1,85673171,5.0,10,-1337.0,-200.0
1,85673171,5.0,14,-1337.0,-200.0
1,85673171,5.0,4,0.0,-200.0
1,85673171,5.0,12,1337.0,-200.0
1,85673171,5.0,7,500.0,-1.217793945977982
1,85673171,5.0,11,-1337.0,-0.4296172635585346
1,85673171,5.0,14,-1337.0,-1.180510208268013
1,85673171,5.0,6,500.0,-0.474609069287522
1,85673171,5.0,0,808.0,1.255893297865212
1,85673171,5.0,13,1337.0,-0.6128137778124493
1,85673171,5.0,11,1337.0,-200.0
1,85673171,5.0,10,1337.0,2.059384644215401
1,85673171,5.0,9,-1337.0,-0.33910083938508767
1,85673171,5.0,8,-1337.0,-200.0
1,85673171,5.0,1,808.0,1.2558789293697166
1,85673171,5.0,5,0.0,-200.0
1,85673171,5.0,13,-1337.0,-200.0
1,85673171,5.0,3,0.0,-200.0
1,85673171,5.0,8,-1337.0,-0.8731471891389299
1,85673171,6.0,15,1337.0,1.2642694198831275
1,85673171,6.0,2,0.0,-200.0
1,85673171,6.0,6,0.0,-200.0
1,85673171,6.0,4,500.0,-0.342961811774277
1,85673171,6.0,15,1337.0,-200.0
1,85673171,6.0,3,500.0,-1.2314680545527235
1,85673171,6.0,7,0.0,-200.0
1,85673171,6.0,0,0.0,-200.0
1,85673171,6.0,2,500.0,-1.0509381150944037
1,85673171,6.0,12,1337.0,-0.4893465127633565
1,85673171,6.0,5,570.0,0.21402862043354984
1,85673171,6.0,9,1337.0,-200.0
1,85673171,6.0,1,0.0,-200.0
1,85673171,6.0,10,1337.0,-200.0
1,85673171,6.0,14,1337.0,-200.0
1,85673171,6.0,4,0.0,-200.0
1,85673171,6.0,12,1337.0,-200.0
1,85673171,6.0,7,500.0,-1.217793945977982
1,85673171,6.0,11,-1337.0,-0.4296172635585346
1,85673171,6.0,14,1337.0,-1.180510208268013
1,85673171,6.0,6,500.0,-0.474609069287522
1,85673171,6.0,0,808.0,1.255893297865212
1,85673171,6.0,13,-1337.0,-0.6128137778124493
1,85673171,6.0,11,-1337.0,-200.0
1,85673171,6.0,10,1337.0,2.059384644215401
1,85673171,6.0,9,-1337.0,-0.33910083938508767
1,85673171,6.0,8,-1337.0,-200.0
1,85673171,6.0,1,808.0,1.2558789293697166
1,85673171,6.0,5,0.0,-200.0
1,85673171,6.0,13,-1337.0,-200.0
1,85673171,6.0,3,0.0,-200.0
1,85673171,6.0,8,1337.0,-0.8731471891389299
1,85673171,7.0,15,1337.0,1.2642694198831275
1,85673171,7.0,2,0.0,-200.0
1,85673171,7.0,6,0.0,-200.0
1,85673171,7.0,4,500.0,-0.342961811774277
1,85673171,7.0,15,-1337.0,-200.0
1,85673171,7.0,3,500.0,-1.2314680545527235
1,85673171,7.0,7,0.0,-200.0
1,85673171,7.0,0,0.0,-200.0
1,85673171,7.0,2,500.0,-1.0509381150944037
1,85673171,7.0,12,1337.0,-0.4893465127633565
1,85673171,7.0,5,570.0,0.21402862043354984
1,85673171,7.0,9,1337.0,-200.0
1,85673171,7.0,1,0.0,-200.0
1,85673171,7.0,10,-1337.0,-200.0
